0.01665  0.01375  0.01997 -0.34004 -0.24621 -0.89296 0
0.01553  0.00665  0.00522 0.15894 -0.70604 -1.05986 0
0.00943  0.01536  0.00543 0.07641 0.12831 -1.70441 0
0.01846  0.00603  0.01563 -1.42896 -0.22605 -0.27945 0
0.00220  0.01872  0.01249 0.14434 1.03679 -0.49396 0
0.00903  0.01723  0.00386 -0.80031 -0.49144 0.73867 0
0.01956  0.00229  0.01590 1.52006 1.10885 -0.65354 0
0.00476  0.00473  0.01697 -0.02993 0.57790 -0.88647 0
0.00734  0.00913  0.01818 2.30540 1.74352 -2.30900 0
0.01959  0.00905  0.01715 0.03444 0.48376 -0.23339 0
0.01803  0.01621  0.01466 2.28150 1.29693 0.20380 0
0.00981  0.01574  0.00881 -0.63817 -0.96065 -0.43277 0
0.01912  0.01082  0.01062 0.02823 -0.05600 0.48420 0
0.01774  0.00715  0.01046 -0.21320 1.75648 0.71077 0
0.00606  0.01523  0.01551 -0.51037 -0.04281 -1.10274 0
0.01862  0.01865  0.01504 -0.72573 0.22000 -1.16258 0
0.01467  0.01387  0.01615 -0.55854 1.55068 -1.18609 0
0.00744  0.00222  0.01512 1.60878 0.34077 0.72340 0
0.00840  0.00742  0.01519 0.60082 -0.22363 0.84238 0
0.01736  0.00344  0.01974 -0.91068 -1.21288 -0.33113 0
0.01280  0.01508  0.00401 0.38277 -0.96232 0.21136 0
0.00330  0.01082  0.01637 0.05141 0.76546 -0.89919 0
0.01684  0.00114  0.01021 -0.82658 1.08581 -1.75641 0
0.01486  0.01290  0.01543 -0.76733 -0.71386 -1.54764 0
0.00254  0.01221  0.00195 -0.72014 0.82641 -0.65518 0
0.00319  0.00042  0.01484 1.61825 -0.35108 2.40427 0
0.01245  0.01120  0.00964 -0.70093 1.15630 1.52570 0
0.00538  0.00705  0.01529 -0.12635 -1.78729 -0.18284 0
0.01214  0.01613  0.00339 0.37644 1.43647 -2.10486 0
0.00898  0.00432  0.01383 0.19601 0.64663 0.02336 0
0.01744  0.01586  0.01331 -1.03423 -2.01595 0.37941 0
0.00253  0.01813  0.01091 2.18148 2.03650 -0.81421 0
0.00129  0.01011  0.01505 0.47459 -0.50310 -0.45442 0
0.00825  0.00653  0.00416 -0.48301 -0.11036 -1.38975 0
0.00584  0.00864  0.01574 -0.83446 -0.65334 1.70792 0
0.01636  0.00962  0.01434 2.24177 -0.30425 1.14918 0
0.00413  0.00126  0.00366 0.75011 0.19176 0.84950 0
0.00323  0.01897  0.00770 -2.23635 1.07088 1.00257 0
0.00785  0.01025  0.01443 -0.69055 -1.31017 1.03158 0
0.00661  0.00415  0.00846 0.07452 0.19197 0.29133 0
0.00289  0.00657  0.01971 1.07917 -0.00141 0.65810 0
0.00857  0.00179  0.00390 -1.56965 -0.81234 0.41154 0
0.01046  0.01282  0.00005 0.46250 0.20684 -0.69770 0
0.01961  0.00696  0.01850 0.31273 0.52987 -0.61503 0
0.01158  0.01915  0.01838 -0.57985 0.11204 -1.12464 0
0.01639  0.00665  0.01020 -0.75673 -1.42863 0.80446 0
0.00667  0.00432  0.01866 0.52785 1.09288 -0.68115 0
0.01576  0.01751  0.01913 -0.87508 -0.83928 0.98146 0
0.01843  0.01883  0.01700 0.98381 -1.37062 1.61333 0
0.01550  0.00661  0.00807 2.01051 0.91778 -0.23013 0
0.01807  0.00250  0.01732 1.42721 -0.65155 -0.60180 0
0.01904  0.01038  0.00892 -2.38787 -0.27155 1.70574 0
0.00009  0.00482  0.01472 0.08246 0.59458 -0.34109 0
0.01720  0.00414  0.00301 -0.51482 0.18349 0.18423 0
0.01387  0.01824  0.01061 0.62791 1.07720 -0.06347 0
0.01115  0.00338  0.01413 -0.92973 -0.19928 -0.41891 0
0.01565  0.01155  0.01536 2.00264 -0.90952 -0.44162 0
0.00397  0.00530  0.00134 -0.32880 0.70217 -0.81100 0
0.01772  0.00597  0.00245 -0.45127 0.30536 -0.45383 0
0.01837  0.01795  0.00324 0.94078 1.43306 0.12101 0
0.01801  0.01340  0.00232 1.63706 0.96717 -0.54896 0
0.01055  0.01264  0.00488 -0.95920 -1.03866 -0.69976 0
0.00748  0.01321  0.01348 0.85445 1.06725 -0.12867 0
0.01572  0.01224  0.01917 0.98299 1.29529 0.13785 0
0.00777  0.01477  0.01284 -0.06407 0.37724 1.54016 0
0.01336  0.01420  0.01857 -0.99787 -0.75392 -0.45143 0
0.00650  0.00971  0.00931 0.02542 0.65216 -0.11341 0
0.01978  0.00374  0.00806 0.58910 0.18920 0.69886 0
0.01638  0.01640  0.01440 0.73695 0.04284 -0.79111 0
0.00330  0.00785  0.01952 1.23986 0.29811 0.49886 0
0.00879  0.01854  0.00103 -1.26670 0.00152 0.68229 0
0.00640  0.00113  0.00825 -1.47605 0.54164 0.59118 0
0.01593  0.00334  0.00667 1.59338 -1.28348 0.68824 0
0.01003  0.01097  0.01272 1.54106 -1.65628 1.99810 0
0.01299  0.01834  0.00928 -1.14810 1.80704 -0.28128 0
0.01014  0.00709  0.00711 -0.27329 -0.90800 0.61264 0
0.00666  0.00302  0.01911 -0.86555 0.61528 0.03566 0
0.00994  0.01593  0.01442 0.09445 1.97490 1.43932 0
0.00365  0.00855  0.01530 -0.05016 -1.24841 0.16428 0
0.01108  0.00370  0.01178 -0.70690 -0.39457 -1.29261 0
0.00604  0.00344  0.01429 1.87563 1.23460 -0.19925 0
0.00903  0.00219  0.01452 0.27059 -0.55505 1.02199 0
0.00818  0.00150  0.00480 0.11108 -1.44348 -1.59731 0
0.00962  0.00701  0.01487 0.82130 -1.01250 1.54847 0
0.00450  0.01745  0.01789 -0.20781 1.01610 0.03350 0
0.00942  0.01146  0.00472 -2.24678 -0.71742 0.32601 0
0.00254  0.00859  0.01325 0.57918 -0.04138 0.47432 0
0.00652  0.00531  0.01495 -0.52353 -0.64567 2.73024 0
0.01885  0.01643  0.01078 1.55064 0.54866 0.24907 0
0.00080  0.00875  0.01073 0.39348 1.55666 0.82002 0
0.01434  0.00641  0.01939 -1.61244 -0.66855 -0.25160 0
0.00188  0.01270  0.00384 -0.32851 -1.49175 0.60511 0
0.01419  0.01644  0.00993 0.59349 0.92173 0.39434 0
0.00506  0.00580  0.01773 1.45126 0.36846 -1.36387 0
0.00640  0.00354  0.01775 1.24540 0.23202 0.87211 0
0.00487  0.01288  0.01815 0.30498 -0.34034 0.10587 0
0.00324  0.01363  0.00804 -0.77848 0.20363 -0.72256 0
0.00988  0.00349  0.01449 -0.19198 -0.07592 0.79044 0
0.00821  0.01885  0.00034 -0.39359 -0.88237 0.93125 0
0.00370  0.00633  0.01149 1.25096 1.36620 -0.49171 0
0.01459  0.01379  0.01354 -0.99137 -0.63004 0.29523 0
0.00472  0.00518  0.01766 -0.48886 1.60832 -0.03089 0
0.00603  0.01624  0.01383 0.37726 1.59216 -0.39596 0
0.00782  0.00522  0.01238 -1.04212 1.11166 -0.40365 0
0.01516  0.01154  0.01426 -0.64427 0.93586 -0.88874 0
0.00165  0.01988  0.01465 -2.79265 -0.01152 -0.82976 0
0.01573  0.00219  0.00150 -0.16498 -2.67559 0.34085 0
0.00778  0.00868  0.01756 2.38563 0.32235 -0.88811 0
0.01956  0.01321  0.00586 0.61540 -0.46135 -0.23398 0
0.00621  0.01512  0.01654 -0.33795 0.86654 -1.18959 0
0.00365  0.00270  0.01398 1.07663 -0.02553 -0.38454 0
0.00839  0.01542  0.00943 -1.77875 -0.55997 -0.78690 0
0.01776  0.01420  0.00243 0.03841 0.07553 -0.67319 0
0.01336  0.00063  0.00388 1.12305 -1.21744 -0.29708 0
0.01489  0.01639  0.01743 -1.05468 -0.35409 0.33774 0
0.00995  0.00369  0.00168 -0.13335 -0.65176 -1.46044 0
0.00937  0.00985  0.00598 -0.30868 0.73294 0.35793 0
0.01053  0.01121  0.01669 0.46146 0.48126 -1.15548 0
0.01147  0.01098  0.00669 -1.88302 -1.45652 -0.56065 0
0.01988  0.01660  0.01590 -0.80398 0.05263 2.43553 0
0.01693  0.01403  0.00187 -0.36434 -0.01928 -0.16866 0
0.01397  0.00928  0.00197 -1.56351 0.03499 0.86856 0
0.01736  0.00126  0.01901 1.23694 1.42572 1.26633 0
0.01822  0.00855  0.00806 -1.11151 0.03887 0.54427 0
0.00837  0.00321  0.00933 0.37636 -0.97950 -1.54939 0
0.01451  0.00010  0.01802 -0.80521 -0.89524 -0.02731 0
0.01443  0.01342  0.00549 1.51321 0.50891 0.66849 0
0.00820  0.01470  0.01683 0.71252 -0.99359 0.78902 0
0.01801  0.00182  0.01457 -0.24185 0.75371 -0.49399 0
0.01714  0.01903  0.01586 -0.71808 3.05351 1.30169 0
0.01337  0.01650  0.01586 0.36754 2.26355 -0.53775 0
0.00261  0.00146  0.00403 0.16974 1.35827 -1.28841 0
0.01030  0.00116  0.00371 -1.84148 -0.54241 0.37680 0
0.00513  0.01423  0.00297 1.95399 0.80528 2.51963 0
0.00308  0.01023  0.01966 -0.93715 0.24632 0.92894 0
0.01848  0.00922  0.01384 0.31008 -0.05080 0.31936 0
0.01313  0.00790  0.00353 -1.04230 -1.38416 -0.41620 0
0.01651  0.00280  0.01263 1.65733 -0.59907 0.34953 0
0.01140  0.01238  0.01866 -0.30368 -1.57266 -1.13893 0
0.01174  0.00823  0.01400 0.20077 1.86429 0.34703 0
0.00450  0.01462  0.00091 0.77579 -0.48894 0.00678 0
0.00059  0.00308  0.00693 -0.12679 -1.06971 0.31813 0
0.01453  0.01255  0.01221 0.86840 -0.14480 1.02875 0
0.00280  0.00165  0.01599 -0.51965 -0.09308 -0.75752 0
0.01176  0.00415  0.00201 -0.27432 -1.84416 0.47312 0
0.00042  0.01507  0.01611 0.58837 0.69087 -0.55409 0
0.01580  0.00538  0.00703 -1.14276 0.47810 -0.60590 0
0.00812  0.00311  0.00760 1.12413 0.08976 1.08073 0
0.01521  0.00404  0.01624 -0.61039 0.56566 1.47981 0
0.00711  0.00027  0.01178 -0.10587 -0.65312 -0.29079 0
0.00077  0.01915  0.00571 -1.77133 2.09498 -0.12632 0
0.00206  0.01496  0.00499 0.64358 1.32477 1.59099 0
0.00140  0.00784  0.01914 0.80654 0.35858 -0.90639 0
0.00346  0.00279  0.00047 -0.59902 -0.98492 1.28702 0
0.00204  0.01410  0.00170 0.02005 1.50424 -1.45543 0
0.01268  0.00881  0.01780 -0.98251 0.43709 0.53469 0
0.01364  0.00258  0.01082 0.26357 -0.82222 -0.85606 0
0.00533  0.01488  0.01246 1.48579 0.58728 0.88938 0
0.00163  0.00349  0.01755 0.71333 2.36599 0.21399 0
0.01404  0.01178  0.00003 -0.43401 -0.37411 0.59002 0
0.01053  0.01557  0.01693 0.35850 1.16938 -0.83332 0
0.00254  0.00716  0.00813 0.68014 0.05142 0.02305 0
0.00954  0.00794  0.01610 0.69427 -1.29000 -1.80162 0
0.00694  0.00005  0.01873 -0.39043 -2.22215 -0.17048 0
0.00678  0.00801  0.01633 0.05112 0.61877 1.14795 0
0.00835  0.01774  0.01295 -0.29062 0.37923 0.06992 0
0.01555  0.00768  0.01190 1.12311 -1.85481 2.82328 0
0.01748  0.01675  0.00531 1.27324 1.30939 0.32752 0
0.01325  0.00680  0.00326 -0.53650 2.00017 0.61377 0
0.00551  0.00189  0.00200 -0.43549 -0.17316 1.05323 0
0.01142  0.00457  0.01860 -0.22307 0.94851 -0.73971 0
0.00394  0.00406  0.00307 -0.73319 -0.85833 1.10979 0
0.00222  0.00777  0.00107 0.93259 0.36774 -1.31447 0
0.00196  0.01910  0.00097 -0.60767 -1.54064 1.13333 0
0.00286  0.00479  0.01966 -1.00170 -0.73527 0.68829 0
0.01595  0.00539  0.01969 0.42512 0.04666 -0.46523 0
0.01695  0.00096  0.01023 0.18479 -0.81401 -2.03955 0
0.00622  0.01094  0.00498 0.53402 0.44728 0.78978 0
0.00831  0.00314  0.00128 1.44906 0.86849 1.71801 0
0.01441  0.01299  0.01941 -0.10593 -0.33082 -0.18109 0
0.00334  0.01322  0.01254 2.14121 -1.41220 0.26501 0
0.00941  0.01705  0.01911 -0.56053 0.39060 0.78297 0
0.00133  0.01901  0.00841 -0.95164 0.06771 -0.86454 0
0.01234  0.00417  0.01927 -1.18830 0.74976 -0.64775 0
0.00682  0.00751  0.01391 0.22828 0.70380 -0.71134 0
0.00211  0.01820  0.01117 -2.48878 -0.18562 -0.08405 0
0.00452  0.00435  0.01006 0.51476 -1.03604 0.59865 0
0.00574  0.01938  0.01781 -1.06889 -2.31249 0.79460 0
0.00857  0.00164  0.00827 1.04147 0.68870 -2.65562 0
0.00937  0.00643  0.00860 -0.76858 -0.13215 -1.93600 0
0.00828  0.00206  0.00495 0.58705 0.33484 -0.39672 0
0.00431  0.01877  0.01973 -0.83405 -2.68232 -1.98095 0
0.01555  0.00059  0.01972 0.31869 -0.91194 -1.74153 0
0.00602  0.01019  0.00078 0.98793 -0.49310 1.69832 0
0.00062  0.00767  0.01772 2.41579 -0.97943 0.41761 0
0.00699  0.01382  0.01928 0.10328 0.05918 -0.72090 0
0.00014  0.01107  0.00448 1.25361 -0.25300 -0.83457 0
0.01149  0.01652  0.01737 0.87639 -1.88351 1.60492 0
0.01908  0.00021  0.00215 -0.82394 -0.46562 0.31492 0
0.00361  0.00017  0.01465 -0.25933 -1.28668 1.15266 0
0.01180  0.00422  0.01116 1.46767 -0.77334 0.16327 0
0.01940  0.00174  0.01448 -0.94185 -0.86530 0.46849 0
0.01356  0.00682  0.00750 -0.03760 0.05642 -0.56298 0
0.00606  0.01406  0.01195 -1.82868 -1.34275 1.08705 0
0.00904  0.00969  0.01556 1.07122 1.33032 -2.33466 0
0.00738  0.00416  0.01937 0.03247 -0.82166 1.20873 0
0.00635  0.00636  0.01027 -1.58095 -0.05298 0.37296 0
0.01220  0.01594  0.01217 -1.83084 1.19640 1.92152 0
0.01383  0.01164  0.01226 -0.62241 1.84833 -0.03700 0
0.01726  0.01056  0.00480 -0.32085 -0.79702 1.62295 0
0.01247  0.00810  0.00471 -0.77833 1.70860 -2.62575 0
0.01798  0.01301  0.00020 2.30139 -0.05516 0.47020 0
0.01900  0.01619  0.01557 0.15306 1.22978 -1.68716 0
0.00422  0.01165  0.01364 -0.27469 -0.47375 0.35044 0
0.00062  0.00576  0.00291 0.83103 -0.01476 -0.26055 0
0.01900  0.00022  0.00590 -0.22205 -0.71066 -0.33111 0
0.01603  0.01515  0.01127 -1.69516 0.18278 0.38382 0
0.00036  0.00836  0.00401 -1.55724 -0.87921 1.71042 0
0.01961  0.01117  0.00842 0.05432 -0.73065 0.87319 0
0.00013  0.01777  0.00803 0.74332 -0.68069 -0.23846 0
0.01725  0.01437  0.01360 -0.29607 0.87764 0.38222 0
0.01133  0.01113  0.00751 1.24249 -0.57241 -1.15017 0
0.00346  0.00377  0.01119 0.02206 -0.34205 -0.10977 0
0.01211  0.01210  0.00719 0.16902 0.40092 -1.69808 0
0.01350  0.01266  0.00917 1.77150 -1.69921 0.82422 0
0.01633  0.00906  0.00520 -0.11389 -0.88871 -1.41331 0
0.01650  0.01671  0.00835 0.46277 1.69348 0.75966 0
0.01714  0.01295  0.00593 1.45580 -0.31518 -0.02092 0
0.00308  0.01178  0.00547 -1.57291 -1.46506 -0.78781 0
0.00984  0.00268  0.01091 -0.64600 0.13654 0.66578 0
0.00227  0.01366  0.00756 0.42115 -1.20459 -1.19109 0
0.01773  0.01861  0.01541 0.45990 -0.00174 1.24618 0
0.00029  0.00467  0.01382 -1.52634 0.81650 -0.35445 0
0.00335  0.01482  0.01835 -0.03443 -1.28716 -1.38436 0
0.01244  0.00343  0.01933 0.91872 1.95400 1.94482 0
0.00094  0.01588  0.00271 0.88087 -1.18426 -0.59440 0
0.00455  0.00882  0.00151 0.87552 -1.30861 0.18611 0
0.01916  0.01382  0.01633 -0.58723 1.81108 -0.59901 0
0.01173  0.01950  0.00371 0.87220 0.44419 1.41964 0
0.01998  0.00094  0.01228 -0.18708 0.33282 -1.91607 0
0.00172  0.00234  0.00103 0.39064 -0.84068 1.52499 0
0.01422  0.00162  0.01353 -1.54514 1.15628 -0.62900 0
0.00893  0.01140  0.00122 -0.39150 -0.71931 0.25454 0
0.01792  0.01877  0.00946 -0.30632 -0.38605 -0.64765 0
0.00023  0.00113  0.01563 -0.12181 1.76931 0.73093 0
0.01967  0.01855  0.01717 -0.58820 -0.71456 -0.72273 0
0.00525  0.00595  0.01019 -0.80928 -0.62610 0.32837 0
0.01464  0.00611  0.01480 0.01069 -1.06482 -0.57538 0
0.00484  0.01877  0.00454 0.59815 1.21188 0.15884 0
0.01667  0.01863  0.00918 -0.08248 0.13622 1.37517 0
0.00464  0.00524  0.01615 0.80220 0.41644 0.76493 0
0.00551  0.00777  0.00192 -0.29165 -1.25467 2.27925 0
0.00555  0.00432  0.01505 -0.39513 -0.77720 0.56358 0
0.00268  0.00418  0.00600 0.91155 1.06064 -1.10302 0
0.00457  0.01350  0.00216 -0.25040 0.51468 0.83196 0
0.00365  0.00236  0.01748 -0.05385 -0.50481 0.91325 0
0.00463  0.01560  0.01190 1.23730 3.90977 -1.75152 0
0.00014  0.01907  0.01960 0.37096 -0.67615 -0.99968 0
0.01971  0.00089  0.01824 -0.24087 2.49366 0.40155 0
0.01616  0.00794  0.01459 0.04696 0.61608 1.28928 0
0.01557  0.01538  0.00506 -1.31397 0.48824 1.21794 0
0.01012  0.00612  0.01072 2.18779 0.23752 0.13260 0
0.01649  0.00043  0.00812 0.42273 1.25237 -0.15241 0
0.00229  0.00716  0.01474 -1.17319 0.92635 1.49786 0
0.00896  0.01182  0.01431 -0.57663 0.07216 -0.06053 0
0.00400  0.00720  0.00330 0.50405 1.07131 0.16790 0
0.00969  0.01498  0.01163 -0.92547 -0.68500 -0.60292 0
0.00483  0.00058  0.00638 0.39233 -0.60142 -0.09771 0
0.00414  0.00025  0.00992 -0.76235 1.26065 0.66983 0
0.01693  0.01744  0.00232 -0.37716 -1.85443 0.21974 0
0.01800  0.01093  0.01886 -1.36868 -0.39110 -0.14687 0
0.00060  0.01160  0.00896 -1.47023 -1.84001 -0.65401 0
0.00711  0.01366  0.00494 1.25643 -1.31493 -2.44427 0
0.01126  0.01091  0.01101 1.36797 0.99455 0.97434 0
0.00222  0.01147  0.01535 -0.62661 -1.47008 -1.69544 0
0.00254  0.01216  0.01172 -0.60978 0.69400 -1.40940 0
0.01067  0.00955  0.01420 1.90703 -0.42861 -0.71964 0
0.00138  0.01801  0.00185 1.54126 -0.98770 0.00738 0
0.01262  0.00276  0.00538 -0.14740 0.48035 -0.97477 0
0.00782  0.01745  0.00801 0.49991 1.73385 1.23751 0
0.00715  0.01762  0.00480 -1.22568 -0.90305 2.49863 0
0.00441  0.00313  0.01198 -0.82575 1.42429 0.38980 0
0.00101  0.00447  0.00147 0.04502 0.54850 1.29710 0
0.00257  0.00049  0.00423 -0.82255 -0.31266 -2.06831 0
0.01179  0.01200  0.00135 -0.49635 -0.83546 0.22499 0
0.00612  0.01503  0.01517 -1.38901 -0.10020 -1.08910 0
0.01781  0.00627  0.01285 0.71565 -1.35774 0.65398 0
0.00494  0.01847  0.01702 -1.21860 -0.78978 -0.50806 0
0.00760  0.01626  0.00053 -0.99646 -0.61608 -0.41488 0
0.01221  0.01745  0.00875 0.96186 0.35616 -0.32923 1
0.01814  0.00186  0.00542 1.15257 0.92448 0.01734 1
0.01566  0.00134  0.00415 -0.58971 -0.25742 0.29506 1
0.01706  0.00186  0.01580 1.30756 0.81814 1.98769 1
0.00288  0.01221  0.00578 1.26644 0.50685 0.36057 1
0.00477  0.01275  0.01635 -1.20726 1.38094 2.14640 1
0.00072  0.00713  0.01768 -0.05616 1.27377 2.77352 1
0.01195  0.00584  0.00555 -0.54117 -0.14192 0.61520 1
0.01213  0.01910  0.00076 0.08152 0.07477 -0.41702 1
0.01585  0.00173  0.01748 -0.16181 1.49661 0.51700 1
0.00427  0.01959  0.00964 1.41158 -0.85935 0.43790 1
0.01300  0.01907  0.00314 0.95995 0.44806 -0.51639 1
0.00671  0.00522  0.01016 -0.63007 -0.65432 0.91508 1
0.01423  0.00893  0.01727 -0.40370 0.89738 -0.21108 1
0.00575  0.01347  0.00426 -1.56227 0.68106 0.32285 1
0.00882  0.01546  0.01211 -0.06422 -0.19662 -1.35491 1
0.01769  0.00261  0.01706 0.58586 1.89825 -1.52752 1
0.00913  0.00833  0.01284 0.02003 -0.27783 0.14816 1
0.01693  0.01659  0.01997 -1.18679 1.19101 0.31053 1
0.01295  0.00251  0.00108 -0.61897 -0.37344 0.91007 1
0.01403  0.01747  0.00729 -0.20595 -2.82946 0.66674 1
0.01021  0.01023  0.00561 -0.42106 0.96150 -0.11538 1
0.01484  0.00521  0.00614 0.71428 0.69303 0.03485 1
0.00591  0.01596  0.01087 -0.15314 -0.19048 1.03428 1
0.00532  0.00445  0.00847 1.03590 1.82596 -1.07568 1
0.01034  0.01438  0.01805 0.15606 -0.20718 0.41533 1
0.00940  0.00061  0.01395 0.38380 0.59922 -0.21015 1
0.00442  0.01258  0.01641 -1.29250 -0.63748 -1.70161 1
0.01308  0.00437  0.00082 0.86991 -0.05855 0.79772 1
0.00261  0.00668  0.01232 -0.43338 1.56803 -0.72520 1
0.00705  0.01525  0.01211 -0.33226 -0.48400 0.65296 1
0.01534  0.00922  0.00367 -0.18021 0.65023 0.17359 1
0.00434  0.01698  0.00313 2.04204 -2.47725 -2.13241 1
0.01264  0.00865  0.00110 -1.07541 0.72689 0.34578 1
0.01249  0.00852  0.00612 -0.40250 -0.15526 -0.20352 1
0.00603  0.00977  0.00820 -0.90826 -0.89988 0.90688 1
0.00524  0.01143  0.00960 0.49502 1.72950 0.47083 1
0.00802  0.00603  0.01786 -0.94838 -1.61340 0.63084 1
0.01675  0.01605  0.00185 1.72773 0.29254 0.24638 1
0.01447  0.01432  0.00624 0.65591 -1.24123 -0.58344 1
0.00612  0.00586  0.00632 1.66501 -1.53902 0.97597 1
0.01075  0.00156  0.01129 -0.51893 1.50732 0.03249 1
0.00809  0.00946  0.00438 -1.72359 -0.07994 0.55155 1
0.00982  0.01413  0.01583 1.29963 -0.48364 -2.22179 1
0.00029  0.00450  0.00527 0.30938 -0.03964 -2.93442 1
0.00557  0.00647  0.01752 0.88792 -0.61601 -0.12170 1
0.00587  0.01213  0.01858 -0.47255 1.19107 0.12154 1
0.01932  0.00913  0.00782 0.65539 -0.91309 -0.02676 1
0.00362  0.01169  0.01504 -0.74222 -0.53105 -1.29235 1
0.00906  0.01946  0.00191 0.03761 -1.70146 0.24154 1
0.01406  0.00710  0.00713 0.47374 -0.90591 -0.08783 1
0.01863  0.01107  0.00318 0.78632 1.87419 0.27549 1
0.00702  0.00144  0.00277 -0.40427 -0.71331 0.65251 1
0.00628  0.00715  0.00135 -0.54434 -0.69889 -0.29630 1
0.01160  0.01067  0.00655 -0.40226 -0.36828 -0.09261 1
0.00884  0.01662  0.01661 0.58807 0.08086 0.46792 1
0.00823  0.01393  0.00734 -0.26926 -0.60504 -1.01515 1
0.00722  0.01257  0.00353 -0.73017 -0.07360 0.25822 1
0.01191  0.00059  0.01856 0.39534 -1.17983 0.02190 1
0.01407  0.01995  0.00575 -1.10861 0.73250 0.71067 1
0.00009  0.00197  0.00575 0.17185 0.30688 0.47942 1
0.01020  0.00521  0.00057 -0.25506 0.33752 1.09659 1
0.01842  0.00410  0.00738 -1.12199 -1.31301 0.53457 1
